checkout_id,member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,book_id,title,author,genre,pages,publication_year,publisher,checkout_date,return_date,member_total_checkouts_combined,source,still_checked_out,unmatched_member
9225,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2025-08-06,2025-08-22,7,database,False,False
9256,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,2025-07-09,,7,database,True,False
9234,1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-02-13,2024-03-06,5,database,False,False
9152,1030,Reem,Osman,,Nasr City,Active,2025-04-01,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-01-03,,16,database,True,False
9063,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,515,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers,2024-10-22,,17,database,True,False
9161,1040,Dina,Adel,9.0,Nasr City,Active,2025-12-26,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-10-11,2025-11-01,2,database,False,False
9206,1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-03-17,,11,database,True,False
9031,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,530,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,2025-12-28,2026-01-05,7,database,False,False
9189,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-12-08,2025-12-16,6,database,False,False
9288,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-03-20,2025-03-31,18,database,False,False
9236,1052,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-09-02,2024-09-29,1,database,False,False
9360,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,520,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,2024-03-04,2024-03-16,6,database,False,False
9111,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,2024-09-12,2024-10-03,18,database,False,False
9342,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-05-28,2025-06-27,6,database,False,False
9380,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-04-22,2024-04-28,7,database,False,False
9302,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-06-22,,10,database,True,False
9173,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2025-03-10,2025-04-06,18,database,False,False
9019,1014,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-03-06,2024-03-23,1,database,False,False
9143,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,2025-10-02,,17,database,True,False
9222,1050,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2024-01-09,2024-02-01,11,database,False,False
9101,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2025-05-25,2025-06-15,7,database,False,False
9316,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-08-25,2024-09-17,18,database,False,False
9148,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2025-07-05,2025-07-26,18,database,False,False
9070,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-01-08,2025-02-01,17,database,False,False
9139,1036,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,2024-03-14,2024-03-20,1,database,False,False
9043,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2024-01-26,2024-02-04,4,database,False,False
9187,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,2024-08-11,,25,database,True,False
9269,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-01-26,2025-01-31,6,database,False,False
9056,1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-07-11,2025-07-27,18,database,False,False
9057,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-02-03,,7,database,True,False
9140,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-03-06,2025-04-02,25,database,False,False
9209,1058,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-11-22,2024-12-12,4,database,False,False
9249,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-10-17,2024-11-03,10,database,False,False
9058,1006,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-03-18,2025-04-09,1,database,False,False
9366,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2024-06-23,2024-07-23,10,database,False,False
9218,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2025-04-23,2025-05-04,21,database,False,False
9355,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,515,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers,2024-11-10,2024-12-02,9,database,False,False
9205,1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-12-02,2024-12-14,5,database,False,False
9025,1001,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-10-24,2024-11-07,1,database,False,False
9124,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-10-14,2025-11-13,17,database,False,False
9034,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,2025-10-13,,3,database,True,False
9181,1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2025-03-24,,4,database,True,False
9171,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-05-23,2025-06-19,18,database,False,False
9318,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-07-23,2025-08-17,3,database,False,False
9296,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-12-15,2025-01-11,18,database,False,False
9348,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2024-07-28,2024-08-25,9,database,False,False
9141,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2025-02-09,2025-03-03,18,database,False,False
9094,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,527,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House,2024-11-22,2024-12-08,7,database,False,False
9280,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,517,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House,2024-09-06,2024-09-15,6,database,False,False
9211,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-04-28,2025-05-25,21,database,False,False
9294,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-11-26,,3,database,True,False
9372,1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-03-06,2025-04-02,7,database,False,False
9112,1031,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,2024-07-28,2024-08-22,1,database,False,False
9001,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-08-23,2025-08-28,19,database,False,False
9328,1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-01-28,,3,database,True,False
9075,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,2024-07-01,,17,database,True,False
9149,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-09,2025-02-18,6,database,False,False
9165,1030,Reem,Osman,,Nasr City,Active,2025-04-01,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-03-27,2025-04-02,16,database,False,False
9255,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2025-05-24,2025-06-13,21,database,False,False
9304,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-04-16,2024-05-09,6,database,False,False
9322,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,2025-10-20,2025-11-15,10,database,False,False
9317,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-01-26,2024-02-09,10,database,False,False
9271,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-04-26,2025-05-06,21,database,False,False
9186,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2025-07-17,2025-08-03,25,database,False,False
9333,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,520,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,2025-06-03,2025-06-08,14,database,False,False
9188,1023,Hassan,Rashad,8.0,Nasr City,Inactive,,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-05-11,2025-06-08,1,database,False,False
9371,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,528,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,2025-04-22,2025-05-02,10,database,False,False
9036,1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,515,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers,2024-11-27,2024-12-24,18,database,False,False
9163,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,531,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books,2025-12-28,2026-01-02,25,database,False,False
9091,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-06-03,2024-06-12,19,database,False,False
9092,1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-03-20,2025-03-27,3,database,False,False
9040,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2025-01-23,2025-02-11,7,database,False,False
9376,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,2025-10-22,2025-11-04,17,database,False,False
9033,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,522,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,2025-02-26,2025-03-11,7,database,False,False
9341,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2025-02-19,2025-03-09,18,database,False,False
9247,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,2025-02-01,2025-02-23,21,database,False,False
9184,1026,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-12-15,2025-01-11,4,database,False,False
9228,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2024-12-05,2024-12-26,21,database,False,False
9331,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-02-17,2025-02-23,18,database,False,False
9207,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,527,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House,2025-10-20,2025-11-04,21,database,False,False
9323,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-01-23,2024-01-28,14,database,False,False
9337,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2024-11-13,,14,database,True,False
9326,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-08-15,2024-08-21,8,database,False,False
9128,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-06-12,2025-06-19,17,database,False,False
9123,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,2025-03-23,2025-04-11,18,database,False,False
9003,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-08-04,2024-08-13,3,database,False,False
9066,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-07-15,2025-07-31,4,database,False,False
9053,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2025-07-20,2025-08-08,19,database,False,False
9052,1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-06-20,2024-06-29,3,database,False,False
9162,1030,Reem,Osman,,Nasr City,Active,2025-04-01,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-08-27,2025-09-11,16,database,False,False
9027,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-11-04,,17,database,True,False
9194,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-09-17,2024-10-09,17,database,False,False
9120,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,526,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House,2025-06-06,2025-06-26,25,database,False,False
9182,1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-05-19,2024-06-03,2,database,False,False
9241,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-01-04,2025-01-11,7,database,False,False
9172,1030,Reem,Osman,,Nasr City,Active,2025-04-01,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-05-04,2025-05-26,16,database,False,False
9193,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-09-15,2024-10-01,25,database,False,False
9100,1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-08-27,2025-09-22,18,database,False,False
9227,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-11-02,2024-11-20,7,database,False,False
9110,1030,Reem,Osman,,Nasr City,Active,2025-04-01,506,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,2024-05-14,2024-05-30,16,database,False,False
9021,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-05-22,2025-05-29,19,database,False,False
9007,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-03-15,2025-03-31,19,database,False,False
9365,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-01-17,2024-02-01,9,database,False,False
9142,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2024-09-21,2024-10-14,18,database,False,False
9073,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-02-13,,19,database,True,False
9024,1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-01-27,2025-02-09,18,database,False,False
9067,1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-01-05,2024-01-29,19,database,False,False
9324,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2025-03-12,2025-04-10,10,database,False,False
9250,1044,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-08-05,2025-08-23,21,database,False,False
9090,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-18,2025-03-04,7,database,False,False
9198,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,524,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers,2024-10-03,2024-10-19,18,database,False,False
9046,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-02-22,,7,database,True,False
9115,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,2025-12-16,2026-01-15,25,database,False,False
9310,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,2024-02-04,2024-02-12,3,database,False,False
9357,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2024-07-26,2024-08-15,6,database,False,False
9286,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-08-09,2024-08-16,14,database,False,False
9354,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,2024-03-09,2024-03-18,10,database,False,False
9290,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-10-09,,18,database,True,False
9257,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-10-18,2024-11-16,16,database,False,False
